VERB,TEMPLATE,S'EN,CAN BE PASSIVE,CAN BE FEMININ,PRONOMINAL ONLY,CAN BE PRONOMINAL,HAVE 2 FORMS OF CONJOUGATION,Fréquent,Transitif,Intransitif,pronominale,Impersonnel,*,Défectif,BE,Afrique,Québec,AVOIR,ÊTRE,DEFECTIVE,IMPERSONNEL,книжный,редкоупотребимый,устаревший,слэнг,GROUP No,Règle IDX,
,,,,,,,,is_frequent,is_transitive,is_intransitive,is_pronominal,,aspirate_h,,belgium,africa,canada,conjugated_with_avoir,conjugated_with_etre,is_defective,is_impersonal,book,is_rare,is_archaique,is_slang,group_no,,
ahurir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
aigrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
alanguir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
alentir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
allégir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
allotir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,17,0
alourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
alunir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,1
amaigrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
amatir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
amerrir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,1
ameublir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
amincir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
amoindrir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,1
amollir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
amortir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
anéantir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
anoblir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
anordir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
aplanir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
aplatir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
appauvrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
appesantir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
applaudir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
appointir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
approfondir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
arrondir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
assagir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
assainir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,1
asservir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,2
assombrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
assortir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,85,2
assoupir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
assouplir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
assourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
assouvir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
assujettir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,1,,,,2,115,2
attendrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
atterrir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,1
attiédir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
avachir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
avertir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
aveulir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
avilir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
bannir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
barrir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
bâtir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
bénir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,28,2
blanchir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,4
blêmir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
blettir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
bleuir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
blondir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
blottir,fin:ir,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,2,115,1
bondir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
bouffir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
brandir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
bruir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
brunir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
calmir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
candir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
catir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
chancir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
chérir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
choisir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
clapir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
compatir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
cônir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
convertir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
cotir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
crépir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
crochir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,17,0
croupir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,1
débâtir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
débleuir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
décatir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
décrépir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
définir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
défléchir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
défleurir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
défraîchir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
dégarnir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dégauchir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
déglutir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
dégourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dégrossir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
déguerpir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
déjaunir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
démaigrir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
démolir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
démunir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dénantir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
dépérir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
dépolir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
déraidir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dérougir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
désassortir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,17,1
désemplir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
désenlaidir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
désépaissir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
désétablir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
désinvestir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
désobéir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dessaisir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
dessertir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
désunir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
déverdir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
dévernir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
divertir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
doucir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
durcir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
ébahir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
ébaubir,fin:ir,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,2,115,1
éblouir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
écatir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
échampir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
éclaircir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
écrapoutir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,17,0
écrouir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
effleurir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
éhahir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,17,0
élargir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,4
embellir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,3
emboutir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
embrunir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
emplir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
empuantir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
enchérir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
endolorir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
endurcir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
enforcir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
enfouir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
engloutir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
engourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
enhardir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
enlaidir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,TRUE,FALSE,FALSE,,,,,2,115,3
ennoblir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
enorgueillir,fin:ir,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,1,,,#N/A,,,,FALSE,TRUE,FALSE,FALSE,,,,,2,115,1
enrichir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
ensevelir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
envahir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
envieillir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
épaissir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
épanouir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
époutir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
équarrir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
estourbir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
établir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
étourdir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
étrécir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
évanouir,fin:ir,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,,,1,,,#N/A,,,,FALSE,TRUE,FALSE,FALSE,,,,,2,115,2
faiblir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
farcir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
finir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
fléchir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,1,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
flétrir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
forcir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
fouir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
fourbir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
fournir,fin:ir,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,,1,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,3
fraîchir,fin:ir,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,1
franchir,fin:ir,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,,,,,#N/A,,,,TRUE,FALSE,FALSE,FALSE,,,,,2,115,2
