Группа,Прямая форма,Возвратная форма
I,fourvoyer,se fourvoyer
I,frayer,se frayer
I,fracasser,se fracasser
I,fractionner,se fractionner
I,fracturer,se fracturer
I,frapper,se frapper
I,freiner,se freiner
I,fréquenter,se fréquenter
I,frictionner,se frictionner
I,fringuer,se fringuer
I,friper,se friper
I,froisser,se froisser
I,frôler,se frôler
I,froncer,se froncer
I,frotter,se frotter
I,frusquer,se frusquer
I,geler,se geler
I,gagner,se gagner
I,galérer,se galérer
I,galvauder,se galvauder
I,gameler,se gameler
I,gangrener,se gangrener
I,ganter,se ganter
I,garer,se garer
I,garder,se garder
I,gargariser,se gargariser
I,gâter,se gâter
I,gausser,se gausser
I,gaver,se gaver
I,gélifier,se gélifier
I,gêner,se gêner
I,gendarmer,se gendarmer
I,généraliser,se généraliser
I,gercer,se gercer
I,germaniser,se germaniser
I,givrer,se givrer
I,glacer,se glacer
I,glisser,se glisser
I,glorifier,se glorifier
I,goberger,se goberger
I,godiner,se godiner
I,goinfrer,se goinfrer
I,gominer,se gominer
I,gondoler,se gondoler
I,gonfler,se gonfler
I,gorger,se gorger
I,gorgeonner,se gorgeonner
I,goupiller,se goupiller
I,gourer,se gourer
I,gourancer,se gourancer
I,gouverner,se gouverner
I,graffer,se graffer
I,grammaticaliser,se grammaticaliser
I,gratter,se gratter
I,graver,se graver
I,greffer,se greffer
I,griller,se griller
I,grimer,se grimer
I,gripper,se gripper
I,griser,se griser
I,grouiller,se grouiller
I,grouper,se grouper
I,grumeler,se grumeler
I,guêtrer,se guêtrer
I,guetter,se guetter
I,guider,se guider
I,guinder,se guinder
I,héler,se héler
I,habiller,s'habiller
I,habituer,s'habituer
I,hâler,se hâler
I,harmoniser,s'harmoniser
I,harnacher,se harnacher
I,hasarder,se hasarder
I,hâter,se hâter
I,hausser,se hausser
I,hérisser,se hérisser
I,hérissonner,se hérissonner
I,heurter,se heurter
I,hisser,se hisser
I,honorer,s'honorer
I,humaniser,s'humaniser
I,humecter,s'humecter
I,humilier,s'humilier
I,hybrider,s'hybrider
I,hydrater,s'hydrater
I,hypertrophier,s'hypertrophier
I,hypnotiser,s'hypnotiser
I,idéaliser,s'idéaliser
I,identifier,s'identifier
I,idolâtrer,s'idolâtrer
I,ignorer,s'ignorer
I,illuminer,s'illuminer
I,illusionner,s'illusionner
I,illustrer,s'illustrer
I,imaginer,s'imaginer
I,imbiber,s'imbiber
I,imbriquer,s'imbriquer
I,immatérialiser,s'immatérialiser
I,immerger,s'immerger
I,immiscer,s'immiscer
I,immobiliser,s'immobiliser
I,immoler,s'immoler
I,immortaliser,s'immortaliser
I,immuniser,s'immuniser
I,impatienter,s'impatienter
I,impatroniser,s'impatroniser
I,implanter,s'implanter
I,impliquer,s'impliquer
I,imposer,s'imposer
I,imprégner,s'imprégner
I,imprimer,s'imprimer
I,improviser,s'improviser
I,incarner,s'incarner
I,incliner,s'incliner
I,incorporer,s'incorporer
I,incruster,s'incruster
I,incurver,s'incurver
I,indemniser,s'indemniser
I,indigner,s'indigner
I,individualiser,s'individualiser
I,industrialiser,s'industrialiser
I,infatuer,s'infatuer
I,infecter,s'infecter
I,inféoder,s'inféoder
I,infiltrer,s'infiltrer
I,informer,s'informer
I,informatiser,s'informatiser
I,ingérer,s'ingérer
I,ingénier,s'ingénier
I,initier,s'initier
I,injecter,s'injecter
I,injurier,s'injurier
I,inoculer,s'inoculer
I,inonder,s'inonder
I,inquiéter,s'inquiéter
I,insérer,s'insérer
I,insinuer,s'insinuer
I,inspirer,s'inspirer
I,installer,s'installer
I,instaurer,s'instaurer
I,instituer,s'instituer
I,institutionnaliser,s'institutionnaliser
I,insulter,s'insulter
I,insurger,s'insurger
I,intégrer,s'intégrer
I,intensifier,s'intensifier
I,intercaler,s'intercaler
I,intéresser,s'intéresser
I,interférer,s'interférer
I,internationaliser,s'internationaliser
I,interpénétrer,s'interpénétrer
I,interposer,s'interposer
I,interpréter,s'interpréter
I,interroger,s'interroger
I,intituler,s'intituler
I,intoxiquer,s'intoxiquer
I,invaginer,s'invaginer
I,inventer,s'inventer
I,inverser,s'inverser
I,invétérer,s'invétérer
I,inviter,s'inviter
I,iriser,s'iriser
I,irradier,s'irradier
I,irriter,s'irriter
I,islamiser,s'islamiser
I,isoler,s'isoler
I,jeter,se jeter
I,jalouser,se jalouser
I,japoniser,se japoniser
I,jauger,se jauger
I,jouer,se jouer
I,juger,se juger
I,jucher,se jucher
I,jurer,se jurer
I,justifier,se justifier
I,kératiniser,se kératiniser
I,lécher,se lécher
I,léguer,se léguer
I,lever,se lever
I,lier,se lier
I,lacer,se lacer
I,labialiser,se labialiser
I,labourer,se labourer
I,laïciser,se laïciser
I,laisser,se laisser
I,lamenter,se lamenter
I,lancer,se lancer
I,lapidifier,se lapidifier
I,lasser,se lasser
I,laver,se laver
I,lester,se lester
I,leurrer,se leurrer
I,lexicaliser,se lexicaliser
I,lézarder,se lézarder
I,libérer,se libérer
I,libaniser,se libaniser
I,libéraliser,se libéraliser
I,lignifier,se lignifier
I,liguer,se liguer
I,limer,se limer
I,limiter,se limiter
I,linger,se linger
I,liquéfier,se liquéfier
I,liserer,se liserer
I,livrer,se livrer
I,loger,se loger
I,localiser,se localiser
I,loquer,se loquer
I,louer,se louer
I,louper,se louper
I,lover,se lover
I,luxer,se luxer
I,macchaber,se macchaber
I,madériser,se madériser
I,maganer,se maganer
I,magner,se magner
I,maîtriser,se maîtriser
I,manger,se manger
I,manier,se manier
I,maniérer,se maniérer
I,manifester,se manifester
I,manigancer,se manigancer
I,manquer,se manquer
I,maquer,se maquer
I,maquiller,se maquiller
I,marier,se marier
I,marginaliser,se marginaliser
I,marquer,se marquer
I,marrer,se marrer
I,masquer,se masquer
I,masser,se masser
I,massacrer,se massacrer
I,masturber,se masturber
I,matérialiser,se matérialiser
I,mécompter,se mécompter
I,méfier,se méfier
I,méjuger,se méjuger
I,mêler,se mêler
I,mélanger,se mélanger
I,ménager,se ménager
I,mépriser,se mépriser
I,mésallier,se mésallier
I,mesurer,se mesurer
I,métamorphoser,se métamorphoser
I,meubler,se meubler
I,mignoter,se mignoter
I,mijoter,se mijoter
I,mirer,se mirer
I,miter,se miter
I,mithridatiser,se mithridatiser
I,mitonner,se mitonner
I,mobiliser,se mobiliser
I,modeler,se modeler
I,modérer,se modérer
I,moderniser,se moderniser
I,modifier,se modifier
I,momifier,se momifier
I,mondialiser,se mondialiser
I,monter,se monter
I,montrer,se montrer
I,moquer,se moquer
I,mortifier,se mortifier
I,motter,se motter
I,moucher,se moucher
I,mouiller,se mouiller
I,mouronner,se mouronner
I,mouver,se mouver
I,muer,se muer
I,multiplier,se multiplier
I,murer,se murer
I,muser,se muser
I,musser,se musser
I,mutiler,se mutiler
I,mutiner,se mutiner
I,nacrer,se nacrer
I,nasaliser,se nasaliser
I,navaler,se navaler
I,néantiser,se néantiser
I,nécroser,se nécroser
I,négliger,se négliger
I,négocier,se négocier
I,neutraliser,se neutraliser
I,nicher,se nicher
I,nimber,se nimber
I,nipper,se nipper
I,nitrifier,se nitrifier
I,noyer,se noyer
I,nommer,se nommer
I,normaliser,se normaliser
I,nouer,se nouer
I,numéroter,se numéroter
I,obérer,s'obérer
I,objectiver,s'objectiver
I,obliger,s'obliger
I,observer,s'observer
I,obstiner,s'obstiner
I,obstruer,s'obstruer
I,occidentaliser,s'occidentaliser
I,occuper,s'occuper
I,octroyer,s'octroyer
I,offenser,s'offenser
I,offusquer,s'offusquer
I,opérer,s'opérer
I,opacifier,s'opacifier
I,opiniâtrer,s'opiniâtrer
I,opposer,s'opposer
I,ordonner,s'ordonner
I,organiser,s'organiser
I,orienter,s'orienter
I,orner,s'orner
I,orthographier,s'orthographier
I,ossifier,s'ossifier
I,ôter,s'ôter
I,oublier,s'oublier
I,ourder,s'ourder
I,outiller,s'outiller
I,oxyder,s'oxyder
I,oxygéner,s'oxygéner
I,payer,se payer
I,peler,se peler
I,peser,se peser
I,péter,se péter
I,pager,se pager
I,paddocker,se paddocker
I,pageoter,se pageoter
I,pagnoter,se pagnoter
I,paillarder,se paillarder
I,pajoter,se pajoter
I,pâmer,se pâmer
I,panacher,se panacher
I,panader,se panader
I,paniquer,se paniquer
I,parer,se parer
I,parcelliser,se parcelliser
I,parcheminer,se parcheminer
I,pardonner,se pardonner
I,parfumer,se parfumer
I,parjurer,se parjurer
I,parler,se parler
I,partager,se partager
I,particulariser,se particulariser
I,passer,se passer
I,passionner,se passionner
I,patienter,se patienter
I,patiner,se patiner
I,paumer,se paumer
I,pavaner,se pavaner
I,pêcher,se pêcher
I,peigner,se peigner
I,pelotonner,se pelotonner
I,pénétrer,se pénétrer
I,pencher,se pencher
I,percher,se percher
I,perfectionner,se perfectionner
I,périmer,se périmer
I,permuter,se permuter
I,perpétrer,se perpétrer
I,perpétuer,se perpétuer
I,persuader,se persuader
I,pétrifier,se pétrifier
I,peupler,se peupler
I,piéter,se piéter
I,pieuter,se pieuter
I,pincer,se pincer
I,pinter,se pinter
I,piquer,se piquer
I,pistacher,se pistacher
I,plier,se plier
I,placer,se placer
I,planquer,se planquer
I,planter,se planter
I,plaquer,se plaquer
I,plisser,se plisser
I,plomber,se plomber
I,plonger,se plonger
I,ploquer,se ploquer
I,plumer,se plumer
I,pocharder,se pocharder
I,poiler,se poiler
I,pointer,se pointer
I,poivrer,se poivrer
I,poivroter,se poivroter
I,polariser,se polariser
I,politiser,se politiser
I,pommeler,se pommeler
I,pommader,se pommader
I,pomponner,se pomponner
I,populariser,se populariser
I,porter,se porter
I,poser,se poser
I,positionner,se positionner
I,posséder,se posséder
I,poster,se poster
I,poudrer,se poudrer
I,pourchasser,se pourchasser
I,pourlécher,se pourlécher
I,pourprer,se pourprer
I,pousser,se pousser
I,pratiquer,se pratiquer
I,précariser,se précariser
I,précautionner,se précautionner
I,précipiter,se précipiter
I,préciser,se préciser
I,préférer,se préférer
I,prélasser,se prélasser
I,prénommer,se prénommer
I,préoccuper,se préoccuper
I,préparer,se préparer
I,présenter,se présenter
I,préserver,se préserver
I,presser,se presser
I,pressurer,se pressurer
I,prêter,se prêter
I,priver,se priver
I,proclamer,se proclamer
I,procurer,se procurer
I,prodiguer,se prodiguer
I,professionnaliser,se professionnaliser
I,profiler,se profiler
I,projeter,se projeter
I,prolonger,se prolonger
I,promener,se promener
I,prononcer,se prononcer
I,propager,se propager
I,proportionner,se proportionner
I,proposer,se proposer
I,propulser,se propulser
I,proroger,se proroger
I,prosterner,se prosterner
I,prostituer,se prostituer
I,protéger,se protéger
I,prouver,se prouver
I,provoquer,se provoquer
I,purger,se purger
I,purifier,se purifier
I,putréfier,se putréfier
I,qualifier,se qualifier
I,quereller,se quereller
I,questionner,se questionner
I,quitter,se quitter
I,rayer,se rayer
I,régler,se régler
I,rabaisser,se rabaisser
I,rabibocher,se rabibocher
I,raccommoder,se raccommoder
I,raccorder,se raccorder
I,raccoutumer,se raccoutumer
I,raccrocher,se raccrocher
I,racheter,se racheter
I,racler,se racler
I,raconter,se raconter
I,racquitter,se racquitter
I,racrapoter,se racrapoter
I,radicaliser,se radicaliser
I,radiner,se radiner
I,railler,se railler
I,raisonner,se raisonner
I,rajuster,se rajuster
I,rallier,se rallier
I,rallonger,se rallonger
I,rallumer,se rallumer
I,ramener,se ramener
I,ramasser,se ramasser
I,rameuter,se rameuter
I,ramifier,se ramifier
I,ranger,se ranger
I,rancarder,se rancarder
I,ranimer,se ranimer
I,rapatrier,se rapatrier
I,rapetisser,se rapetisser
I,rappeler,se rappeler
I,rapporter,se rapporter
I,rapprocher,se rapprocher
I,rapproprier,se rapproprier
I,rapprovisionner,se rapprovisionner
I,raréfier,se raréfier
I,raser,se raser
I,rassasier,se rassasier
I,rassembler,se rassembler
I,rasséréner,se rasséréner
I,rassurer,se rassurer
I,rater,se rater
I,ratatiner,se ratatiner
I,rationner,se rationner
I,rattacher,se rattacher
I,rattraper,se rattraper
I,ravaler,se ravaler
I,raviser,se raviser
I,ravitailler,se ravitailler
I,raviver,se raviver
I,réabonner,se réabonner
I,réaccoutumer,se réaccoutumer
I,réadapter,se réadapter
I,réajuster,se réajuster
I,réaliser,se réaliser
I,réapprovisionner,se réapprovisionner
I,réargenter,se réargenter
I,réarmer,se réarmer
I,réassurer,se réassurer
I,rebeller,se rebeller
I,rebiffer,se rebiffer
I,reboucher,se reboucher
I,reboutonner,se reboutonner
I,rebraguetter,se rebraguetter
I,rebrousser,se rebrousser
I,rebuter,se rebuter
I,recaser,se recaser
I,rechanger,se rechanger
I,réchauffer,se réchauffer
I,rechausser,se rechausser
I,réclamer,se réclamer
I,recoiffer,se recoiffer
I,recoller,se recoller
I,récolliger,se récolliger
I,récolter,se récolter
I,recommander,se recommander
I,récompenser,se récompenser
I,recomposer,se recomposer
I,réconcilier,se réconcilier
I,réconforter,se réconforter
I,reconnecter,se reconnecter
I,reconstituer,se reconstituer
I,recoquiller,se recoquiller
I,recoucher,se recoucher
I,recouper,se recouper
I,recourber,se recourber
I,récrier,se récrier
I,récréer,se récréer
I,recroqueviller,se recroqueviller
I,recruter,se recruter
I,reculer,se reculer
I,reculotter,se reculotter
I,récuser,se récuser
I,recycler,se recycler
I,rédimer,se rédimer
I,redonner,se redonner
I,redresser,se redresser
I,réengager,se réengager
I,référer,se référer
I,refermer,se refermer
I,refléter,se refléter
I,reformer,se reformer
I,réformer,se réformer
I,réfréner,se réfréner
I,refrogner,se refrogner
I,réfugier,se réfugier
I,refuser,se refuser
I,régaler,se régaler
I,regarder,se regarder
I,régénérer,se régénérer
I,regimber,se regimber
I,regrouper,se regrouper
I,réguler,se réguler
I,réhabiliter,se réhabiliter
I,réhabituer,se réhabituer
I,rehausser,se rehausser
I,réincarner,se réincarner
I,réinfecter,se réinfecter
I,réinsérer,se réinsérer
I,réinstaller,se réinstaller
I,rejeter,se rejeter
I,relayer,se relayer
I,relever,se relever
I,relâcher,se relâcher
I,relaisser,se relaisser
I,relaxer,se relaxer
I,reloger,se reloger
I,remaquiller,se remaquiller
I,remarier,se remarier
I,remarquer,se remarquer
I,rembarquer,se rembarquer
I,rembiner,se rembiner
I,rembucher,se rembucher
I,remémorer,se remémorer
I,remilitariser,se remilitariser
I,remiser,se remiser
I,remonter,se remonter
I,remontrer,se remontrer
I,remoucher,se remoucher
I,remparer,se remparer
I,remplacer,se remplacer
I,remplumer,se remplumer
I,remuer,se remuer
I,renier,se renier
I,rencogner,se rencogner
I,rencontrer,se rencontrer
I,rendetter,se rendetter
I,renfermer,se renfermer
I,renfler,se renfler
I,renforcer,se renforcer
I,renfrogner,se renfrogner
I,rengager,se rengager
I,rengorger,se rengorger
I,renouer,se renouer
I,renouveler,se renouveler
I,renseigner,se renseigner
I,renvoyer,se renvoyer
I,renverser,se renverser
I,réorganiser,se réorganiser
I,réorienter,se réorienter
I,repérer,se repérer
I,répéter,se répéter
I,reparler,se reparler
I,repasser,se repasser
I,repeigner,se repeigner
I,répercuter,se répercuter
I,repeupler,se repeupler
I,replier,se replier
I,replacer,se replacer
I,replanter,se replanter
I,répliquer,se répliquer
I,replonger,se replonger
I,reporter,se reporter
I,reposer,se reposer
I,repositionner,se repositionner
I,repousser,se repousser
I,représenter,se représenter
I,reprocher,se reprocher
I,requalifier,se requalifier
I,requinquer,se requinquer
I,resemer,se resemer
I,réserver,se réserver
I,résigner,se résigner
I,résorber,se résorber
I,respecter,se respecter
I,ressemer,se ressemer
I,ressembler,se ressembler
I,resserrer,se resserrer
I,ressouder,se ressouder
I,ressourcer,se ressourcer
I,ressuyer,se ressuyer
I,restaurer,se restaurer
I,résumer,se résumer
I,rétamer,se rétamer
I,retaper,se retaper
I,retirer,se retirer
I,retourner,se retourner
I,rétracter,se rétracter
I,retrancher,se retrancher
I,retremper,se retremper
I,retrousser,se retrousser
I,retrouver,se retrouver
I,révéler,se révéler
I,revancher,se revancher
I,réveiller,se réveiller
I,revendiquer,se revendiquer
I,réverbérer,se réverbérer
I,révolter,se révolter
I,révulser,se révulser
I,rhabiller,se rhabiller
I,rider,se rider
I,ridiculiser,se ridiculiser
I,rincer,se rincer
I,risquer,se risquer
I,romaniser,se romaniser
I,ronger,se ronger
I,rouiller,se rouiller
I,rouler,se rouler
I,ruer,se ruer
I,ruiner,se ruiner
I,sécher,se sécher
I,saborder,se saborder
I,sabouler,se sabouler
I,sacrifier,se sacrifier
I,saigner,se saigner
I,saluer,se saluer
I,sangler,se sangler
I,saouler,se saouler
I,saper,se saper
I,satelliser,se satelliser
I,sauver,se sauver
I,savonner,se savonner
I,scandaliser,se scandaliser
I,scinder,se scinder
I,scléroser,se scléroser
I,secouer,se secouer
I,sectionner,se sectionner
I,sédentariser,se sédentariser
I,segmenter,se segmenter
I,séjourner,se séjourner
I,sensibiliser,se sensibiliser
I,séparer,se séparer
I,serrer,se serrer
I,signer,se signer
I,signaler,se signaler
I,silhouetter,se silhouetter
I,silicatiser,se silicatiser
I,simplifier,se simplifier
I,singulariser,se singulariser
I,siniser,se siniser
I,situer,se situer
I,soigner,se soigner
I,solder,se solder
I,solidariser,se solidariser
I,solidifier,se solidifier
I,sophistiquer,se sophistiquer
I,soucier,se soucier
I,souder,se souder
I,soûler,se soûler
I,soulever,se soulever
I,soulager,se soulager
I,spatialiser,se spatialiser
I,spécialiser,se spécialiser
I,stabiliser,se stabiliser
I,stimuler,se stimuler
I,stresser,se stresser
I,structurer,se structurer
I,sucer,se sucer
I,subdiviser,se subdiviser
I,subordonner,se subordonner
I,substituer,se substituer
I,subtiliser,se subtiliser
I,succéder,se succéder
I,sucrer,se sucrer
I,suicider,se suicider
I,superposer,se superposer
I,supplanter,se supplanter
I,supporter,se supporter
I,supprimer,se supprimer
I,surajouter,se surajouter
I,suralimenter,se suralimenter
I,surestimer,se surestimer
I,surimposer,se surimposer
I,surmener,se surmener
I,surmonter,se surmonter
I,surpasser,se surpasser
I,surveiller,se surveiller
I,suspecter,se suspecter
I,sustenter,se sustenter
I,syndiquer,se syndiquer
I,systématiser,se systématiser
I,tabasser,se tabasser
I,tacher,se tacher
I,tailler,se tailler
I,tamponner,se tamponner
I,taper,se taper
I,taquiner,se taquiner
I,targuer,se targuer
I,tasser,se tasser
I,tâter,se tâter
I,taveler,se taveler
I,technocratiser,se technocratiser
I,teinter,se teinter
I,téléphoner,se téléphoner
I,téléscoper,se téléscoper
I,tempérer,se tempérer
I,terminer,se terminer
I,terrer,se terrer
I,tétaniser,se tétaniser
I,tirer,se tirer
I,tire-bouchonner,se tire-bouchonner
I,tirebouchonner,se tirebouchonner
I,toiletter,se toiletter
I,toiser,se toiser
I,tolérer,se tolérer
I,toquer,se toquer
I,torcher,se torcher
I,tortiller,se tortiller
I,torturer,se torturer
I,touer,se touer
I,toucher,se toucher
I,tourmenter,se tourmenter
I,tourner,se tourner
I,tracasser,se tracasser
I,traîner,se traîner
I,traiter,se traiter
I,tramer,se tramer
I,tranquilliser,se tranquilliser
I,transcender,se transcender
I,transformer,se transformer
I,transmuer,se transmuer
I,transmuter,se transmuter
I,transplanter,se transplanter
I,transporter,se transporter
I,travailler,se travailler
I,trémousser,se trémousser
I,tremper,se tremper
I,trimbaler,se trimbaler
I,trimballer,se trimballer
I,trisser,se trisser
I,tromper,se tromper
I,trotter,se trotter
I,trouer,se trouer
I,troubler,se troubler
I,trousser,se trousser
I,trouver,se trouver
I,tuer,se tuer
I,tuméfier,se tuméfier
I,tutoyer,se tutoyer
I,ulcérer,s'ulcérer
I,unifier,s'unifier
I,universaliser,s'universaliser
I,urbaniser,s'urbaniser
I,user,s'user
I,vallonner,se vallonner
I,valoriser,se valoriser
I,vanter,se vanter
I,vautrer,se vautrer
I,véhiculer,se véhiculer
I,velouter,se velouter
I,venger,se venger
I,vérifier,se vérifier
I,vermouler,se vermouler
I,verrouiller,se verrouiller
I,verser,se verser
I,vexer,se vexer
I,viander,se viander
I,vider,se vider
I,violacer,se violacer
I,visser,se visser
I,voiler,se voiler
I,voler,se voler
I,volatiliser,se volatiliser
I,vouer,se vouer
I,vousoyer,se vousoyer
I,voussoyer,se voussoyer
I,voûter,se voûter
I,vouvoyer,se vouvoyer
I,zoner,se zoner
II,abâtardir,s'abâtardir
II,abêtir,s'abêtir
II,abonnir,s'abonnir
II,abrutir,s'abrutir
II,accomplir,s'accomplir
II,accroupir,s'accroupir
II,adoucir,s'adoucir
II,affadir,s'affadir
II,affaiblir,s'affaiblir
II,affermir,s'affermir
II,affranchir,s'affranchir
II,agir,s'agir
II,agrandir,s'agrandir
II,aguerrir,s'aguerrir
II,aigrir,s'aigrir
II,alanguir,s'alanguir
II,alourdir,s'alourdir
II,amaigrir,s'amaigrir
II,amincir,s'amincir
II,amoindrir,s'amoindrir
II,amollir,s'amollir
II,amortir,s'amortir
II,amuïr,s'amuïr
II,anéantir,s'anéantir
II,anoblir,s'anoblir
II,aplanir,s'aplanir
II,aplatir,s'aplatir
II,appauvrir,s'appauvrir
II,appesantir,s'appesantir
II,applaudir,s'applaudir
II,approfondir,s'approfondir
II,arrondir,s'arrondir
II,assagir,s'assagir
II,asservir,s'asservir
II,assombrir,s'assombrir
II,assortir,s'assortir
II,assoupir,s'assoupir
II,assouplir,s'assouplir
II,assourdir,s'assourdir
II,assouvir,s'assouvir
II,assujettir,s'assujettir
II,attendrir,s'attendrir
II,attiédir,s'attiédir
II,avachir,s'avachir
II,aveulir,s'aveulir
II,avilir,s'avilir
II,bâtir,se bâtir
II,blanchir,se blanchir
II,blottir,se blottir
II,brunir,se brunir
II,candir,se candir
II,chancir,se chancir
II,clapir,se clapir
II,conjouir,se conjouir
II,convertir,se convertir
II,décatir,se décatir
II,décrépir,se décrépir
II,définir,se définir
II,dégarnir,se dégarnir
II,dégourdir,se dégourdir
II,dégrossir,se dégrossir
II,démunir,se démunir
II,dépolir,se dépolir
II,déraidir,se déraidir
II,désemplir,se désemplir
II,dessaisir,se dessaisir
II,désunir,se désunir
II,divertir,se divertir
II,durcir,se durcir
II,ébahir,s'ébahir
II,ébaubir,s'ébaubir
II,ébaudir,s'ébaudir
II,éclaircir,s'éclaircir
II,élargir,s'élargir
II,embellir,s'embellir
II,emplir,s'emplir
II,endurcir,s'endurcir
II,enfouir,s'enfouir
II,engloutir,s'engloutir
II,engourdir,s'engourdir
II,enhardir,s'enhardir
II,enlaidir,s'enlaidir
II,enorgueillir,s'enorgueillir
II,enrichir,s'enrichir
II,ensevelir,s'ensevelir
II,entre-haïr,s'entre-haïr
II,envieillir,s'envieillir
II,épaissir,s'épaissir
II,épanouir,s'épanouir
II,esbaudir,s'esbaudir
II,établir,s'établir
II,étourdir,s'étourdir
II,étrécir,s'étrécir
II,évanouir,s'évanouir
II,farcir,se farcir
II,fléchir,se fléchir
II,flétrir,se flétrir
II,fleurir,se fleurir
II,fournir,se fournir
II,garnir,se garnir
II,gauchir,se gauchir
II,gaudir,se gaudir
II,grandir,se grandir
II,guérir,se guérir
II,haïr,se haïr
II,infléchir,s'infléchir
II,investir,s'investir
II,languir,se languir
II,munir,se munir
II,nantir,se nantir
II,noircir,se noircir
II,nourrir,se nourrir
II,obscurcir,s'obscurcir
II,ourdir,s'ourdir
II,pervertir,se pervertir
II,polir,se polir
II,pourrir,se pourrir
II,prémunir,se prémunir
II,rabougrir,se rabougrir
II,raccourcir,se raccourcir
II,racornir,se racornir
II,radoucir,se radoucir
II,raffermir,se raffermir
II,rafraîchir,se rafraîchir
II,raidir,se raidir
II,rajeunir,se rajeunir
II,ralentir,se ralentir
II,ramollir,se ramollir
II,rancir,se rancir
II,rapointir,se rapointir
II,rappointir,se rappointir
II,réassortir,se réassortir
II,reconvertir,se reconvertir
II,réfléchir,se réfléchir
II,refroidir,se refroidir
II,réjouir,se réjouir
II,rembrunir,se rembrunir
II,remplir,se remplir
II,répartir,se répartir
II,resalir,se resalir
II,ressaisir,se ressaisir
II,rétablir,se rétablir
II,rétrécir,se rétrécir
II,réunir,se réunir
II,roidir,se roidir
II,rôtir,se rôtir
II,saisir,se saisir
II,salir,se salir
II,tapir,se tapir
II,tarir,se tarir
II,ternir,se ternir
II,trahir,se trahir
III,en aller,s'en aller
III,abattre,s'abattre
III,abstenir,s'abstenir
III,abstraire,s'abstraire
III,accroître,s'accroître
III,acquérir,s'acquérir
III,adire,s'adire
III,adjoindre,s'adjoindre
III,apercevoir,s'apercevoir
III,appartenir,s'appartenir
III,apprendre,s'apprendre
III,asseoir,s'asseoir
III,astreindre,s'astreindre
III,attendre,s'attendre
III,autodétruire,s'autodétruire
III,boire,se boire
III,battre,se battre
III,ceindre,se ceindre
III,circonscrire,se circonscrire
III,commettre,se commettre
III,complaire,se complaire
III,comprendre,se comprendre
III,compromettre,se compromettre
III,concevoir,se concevoir
III,conclure,se conclure
III,conduire,se conduire
III,confire,se confire
III,confondre,se confondre
III,connaître,se connaître
III,conquérir,se conquérir
III,construire,se construire
III,contenir,se contenir
III,contraindre,se contraindre
III,contredire,se contredire
III,contrefoutre,se contrefoutre
III,convenir,se convenir
III,convaincre,se convaincre
III,correspondre,se correspondre
III,corrompre,se corrompre
III,couvrir,se couvrir
III,croire,se croire
III,devoir,se devoir
III,dire,se dire
III,débattre,se débattre
III,découdre,se découdre
III,découvrir,se découvrir
III,dédire,se dédire
III,déduire,se déduire
III,défaire,se défaire
III,défendre,se défendre
III,démettre,se démettre
III,démentir,se démentir
III,départir,se départir
III,déplaire,se déplaire
III,dépourvoir,se dépourvoir
III,déprendre,se déprendre
III,desservir,se desservir
III,détendre,se détendre
III,détruire,se détruire
III,dévêtir,se dévêtir
III,disjoindre,se disjoindre
III,dissoudre,se dissoudre
III,distendre,se distendre
III,distordre,se distordre
III,distraire,se distraire
III,ébattre,s'ébattre
III,écrire,s'écrire
III,émouvoir,s'émouvoir
III,emboire,s'emboire
III,empreindre,s'empreindre
III,enduire,s'enduire
III,endormir,s'endormir
III,enfuir,s'enfuir
III,enquérir,s'enquérir
III,ensuivre,s'ensuivre
III,entendre,s'entendre
III,entrapercevoir,s'entrapercevoir
III,entre-détruire,s'entre-détruire
III,entre-nuire,s'entre-nuire
III,entre-soutenir,s'entre-soutenir
III,entrebattre,s'entrebattre
III,entredétruire,s'entredétruire
III,entremettre,s'entremettre
III,entrenuire,s'entrenuire
III,entretenir,s'entretenir
III,entrevoir,s'entrevoir
III,entrouvrir,s'entrouvrir
III,épandre,s'épandre
III,éperdre,s'éperdre
III,éprendre,s'éprendre
III,équivaloir,s'équivaloir
III,éteindre,s'éteindre
III,étendre,s'étendre
III,étreindre,s'étreindre
III,exclure,s'exclure
III,extraire,s'extraire
III,faire,se faire
III,en falloir,s'en falloir
III,fendre,se fendre
III,fondre,se fondre
III,foutre,se foutre
III,fuir,se fuir
III,inclure,s'inclure
III,inscrire,s'inscrire
III,instruire,s'instruire
III,interdire,s'interdire
III,interrompre,s'interrompre
III,introduire,s'introduire
III,joindre,se joindre
III,lire,se lire
III,mettre,se mettre
III,mourir,se mourir
III,mouvoir,se mouvoir
III,maintenir,se maintenir
III,méconduire,se méconduire
III,mentir,se mentir
III,méprendre,se méprendre
III,mordre,se mordre
III,morfondre,se morfondre
III,nuire,se nuire
III,obtenir,s'obtenir
III,occlure,s'occlure
III,offrir,s'offrir
III,oindre,s'oindre
III,ouvrir,s'ouvrir
III,pouvoir,se pouvoir
III,peindre,se peindre
III,pendre,se pendre
III,perdre,se perdre
III,permettre,se permettre
III,plaire,se plaire
III,plaindre,se plaindre
III,poursuivre,se poursuivre
III,pourvoir,se pourvoir
III,prendre,se prendre
III,prescrire,se prescrire
III,prétendre,se prétendre
III,prévoir,se prévoir
III,prévaloir,se prévaloir
III,produire,se produire
III,promettre,se promettre
III,rire,se rire
III,rabattre,se rabattre
III,ramentevoir,se ramentevoir
